Unnamed: 0,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge,ch
3610,more than 10 years,2019,50-60,female,bachelor's degree,average,51-70%,0,below normal,0.90869784,1
3611,more than 10 years,2019,50-60,female,bachelor's degree,average,51-70%,0,normal,0.70766777,1
3612,more than 10 years,2019,50-60,female,bachelor's degree,average,51-70%,0,above normal,0.053391322,0
3613,more than 10 years,2019,50-60,female,bachelor's degree,average,51-70%,15,below normal,0.63217896,0
3614,more than 10 years,2019,50-60,female,bachelor's degree,average,51-70%,15,normal,0.46357325,0
3615,more than 10 years,2019,50-60,female,bachelor's degree,average,51-70%,15,above normal,0.019737788,0
3616,more than 10 years,2019,50-60,female,bachelor's degree,average,51-70%,30,below normal,0.32123888,0
3617,more than 10 years,2019,50-60,female,bachelor's degree,average,51-70%,30,normal,0.19897357,0
3618,more than 10 years,2019,50-60,female,bachelor's degree,average,51-70%,30,above normal,0.009676836,0
3619,3-5 years,2022,above 60,male,bachelor's degree,average,10-30%,0,below normal,0.9996903,1
3620,3-5 years,2022,above 60,male,bachelor's degree,average,10-30%,0,normal,0.9995245,1
3621,3-5 years,2022,above 60,male,bachelor's degree,average,10-30%,0,above normal,0.9902199,1
3622,3-5 years,2022,above 60,male,bachelor's degree,average,10-30%,15,below normal,0.9991228,1
3623,3-5 years,2022,above 60,male,bachelor's degree,average,10-30%,15,normal,0.99866366,1
3624,3-5 years,2022,above 60,male,bachelor's degree,average,10-30%,15,above normal,0.9876051,1
3625,3-5 years,2022,above 60,male,bachelor's degree,average,10-30%,30,below normal,0.99751806,1
3626,3-5 years,2022,above 60,male,bachelor's degree,average,10-30%,30,normal,0.9962219,1
3627,3-5 years,2022,above 60,male,bachelor's degree,average,10-30%,30,above normal,0.9764506,1
3628,3-5 years,2022,above 60,male,bachelor's degree,average,31-50%,0,below normal,0.99817896,1
3629,3-5 years,2022,above 60,male,bachelor's degree,average,31-50%,0,normal,0.99668866,1
3630,3-5 years,2022,above 60,male,bachelor's degree,average,31-50%,0,above normal,0.8555721,1
3631,3-5 years,2022,above 60,male,bachelor's degree,average,31-50%,15,below normal,0.9952193,1
3632,3-5 years,2022,above 60,male,bachelor's degree,average,31-50%,15,normal,0.9916181,1
3633,3-5 years,2022,above 60,male,bachelor's degree,average,31-50%,15,above normal,0.8185621,1
3634,3-5 years,2022,above 60,male,bachelor's degree,average,31-50%,30,below normal,0.9865694,1
3635,3-5 years,2022,above 60,male,bachelor's degree,average,31-50%,30,normal,0.96736366,1
3636,3-5 years,2022,above 60,male,bachelor's degree,average,31-50%,30,above normal,0.7192025,1
3637,3-5 years,2022,above 60,male,bachelor's degree,average,51-70%,0,below normal,0.98250246,1
3638,3-5 years,2022,above 60,male,bachelor's degree,average,51-70%,0,normal,0.9417732,1
3639,3-5 years,2022,above 60,male,bachelor's degree,average,51-70%,0,above normal,0.20618176,0
3640,3-5 years,2022,above 60,male,bachelor's degree,average,51-70%,15,below normal,0.95488256,1
3641,3-5 years,2022,above 60,male,bachelor's degree,average,51-70%,15,normal,0.860841,1
3642,3-5 years,2022,above 60,male,bachelor's degree,average,51-70%,15,above normal,0.16514295,0
3643,3-5 years,2022,above 60,male,bachelor's degree,average,51-70%,30,below normal,0.8413355,1
3644,3-5 years,2022,above 60,male,bachelor's degree,average,51-70%,30,normal,0.65754765,0
3645,3-5 years,2022,above 60,male,bachelor's degree,average,51-70%,30,above normal,0.13092518,0
3646,more than 10 years,2017,above 60,male,bachelor's degree,above average,10-30%,0,below normal,0.973502,1
3647,more than 10 years,2017,above 60,male,bachelor's degree,above average,10-30%,0,normal,0.9550288,1
3648,more than 10 years,2017,above 60,male,bachelor's degree,above average,10-30%,0,above normal,0.8895471,1
3649,more than 10 years,2017,above 60,male,bachelor's degree,above average,10-30%,15,below normal,0.86186004,1
3650,more than 10 years,2017,above 60,male,bachelor's degree,above average,10-30%,15,normal,0.7829113,1
3651,more than 10 years,2017,above 60,male,bachelor's degree,above average,10-30%,15,above normal,0.6758141,0
3652,more than 10 years,2017,above 60,male,bachelor's degree,above average,10-30%,30,below normal,0.5791141,0
3653,more than 10 years,2017,above 60,male,bachelor's degree,above average,10-30%,30,normal,0.41933614,0
3654,more than 10 years,2017,above 60,male,bachelor's degree,above average,10-30%,30,above normal,0.2748532,0
3655,more than 10 years,2017,above 60,male,bachelor's degree,above average,31-50%,0,below normal,0.8066678,1
3656,more than 10 years,2017,above 60,male,bachelor's degree,above average,31-50%,0,normal,0.70690274,1
3657,more than 10 years,2017,above 60,male,bachelor's degree,above average,31-50%,0,above normal,0.45716846,0
3658,more than 10 years,2017,above 60,male,bachelor's degree,above average,31-50%,15,below normal,0.414716,0
3659,more than 10 years,2017,above 60,male,bachelor's degree,above average,31-50%,15,normal,0.29057026,0
3660,more than 10 years,2017,above 60,male,bachelor's degree,above average,31-50%,15,above normal,0.19143264,0
3661,more than 10 years,2017,above 60,male,bachelor's degree,above average,31-50%,30,below normal,0.15207101,0
3662,more than 10 years,2017,above 60,male,bachelor's degree,above average,31-50%,30,normal,0.08547075,0
3663,more than 10 years,2017,above 60,male,bachelor's degree,above average,31-50%,30,above normal,0.04675842,0
3664,more than 10 years,2017,above 60,male,bachelor's degree,above average,51-70%,0,below normal,0.3215134,0
3665,more than 10 years,2017,above 60,male,bachelor's degree,above average,51-70%,0,normal,0.21501815,0
3666,more than 10 years,2017,above 60,male,bachelor's degree,above average,51-70%,0,above normal,0.08094192,0
3667,more than 10 years,2017,above 60,male,bachelor's degree,above average,51-70%,15,below normal,0.09592053,0
3668,more than 10 years,2017,above 60,male,bachelor's degree,above average,51-70%,15,normal,0.044449046,0
3669,more than 10 years,2017,above 60,male,bachelor's degree,above average,51-70%,15,above normal,0.026184445,0
3670,more than 10 years,2017,above 60,male,bachelor's degree,above average,51-70%,30,below normal,0.03888265,0
3671,more than 10 years,2017,above 60,male,bachelor's degree,above average,51-70%,30,normal,0.015476292,0
3672,more than 10 years,2017,above 60,male,bachelor's degree,above average,51-70%,30,above normal,0.006307983,0
3673,1-3 years,2016,31-40,male,high school diploma,below average,10-30%,0,below normal,0.9817809,1
3674,1-3 years,2016,31-40,male,high school diploma,below average,10-30%,0,normal,0.7083287,1
3675,1-3 years,2016,31-40,male,high school diploma,below average,10-30%,0,above normal,0.11397397,0
3676,1-3 years,2016,31-40,male,high school diploma,below average,10-30%,15,below normal,0.8740833,1
3677,1-3 years,2016,31-40,male,high school diploma,below average,10-30%,15,normal,0.46436813,0
3678,1-3 years,2016,31-40,male,high school diploma,below average,10-30%,15,above normal,0.04390745,0
3679,1-3 years,2016,31-40,male,high school diploma,below average,10-30%,30,below normal,0.49258533,0
3680,1-3 years,2016,31-40,male,high school diploma,below average,10-30%,30,normal,0.2110515,0
3681,1-3 years,2016,31-40,male,high school diploma,below average,10-30%,30,above normal,0.016775152,0
3682,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,0,below normal,0.84189695,1
3683,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,0,normal,0.20252454,0
3684,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,0,above normal,0.00977118,0
3685,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,15,below normal,0.474872,0
3686,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,15,normal,0.08312392,0
3687,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,15,above normal,0.004639688,0
3688,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,30,below normal,0.14202511,0
3689,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,30,normal,0.036741804,0
3690,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,30,above normal,0.0031125,0
3691,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,0,below normal,0.3768551,0
3692,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,0,normal,0.029569266,0
3693,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,0,above normal,0.003148801,0
3694,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,15,below normal,0.100753374,0
3695,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,15,normal,0.017656922,0
3696,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,15,above normal,0.001899216,0
3697,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,30,below normal,0.03770785,0
3698,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,30,normal,0.012254665,0
3699,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,30,above normal,0.001203882,0
3700,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,0,below normal,0.99911433,1
3701,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,0,normal,0.98937523,1
3702,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,0,above normal,0.6873082,0
3703,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,15,below normal,0.99736077,1
3704,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,15,normal,0.9838393,1
3705,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,15,above normal,0.5290977,0
3706,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,30,below normal,0.9919281,1
3707,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,30,normal,0.97549033,1
3708,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,30,above normal,0.36481625,0
3709,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,0,below normal,0.9956845,1
3710,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,0,normal,0.92535675,1
3711,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,0,above normal,0.14907593,0
3712,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,15,below normal,0.9873913,1
3713,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,15,normal,0.86081934,1
3714,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,15,above normal,0.08219358,0
3715,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,30,below normal,0.95657885,1
3716,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,30,normal,0.755241,1
3717,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,30,above normal,0.043774057,0
3718,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,0,below normal,0.9613839,1
3719,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,0,normal,0.42657888,0
3720,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,0,above normal,0.013311581,0
3721,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,15,below normal,0.8618312,1
3722,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,15,normal,0.2706808,0
3723,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,15,above normal,0.007590624,0
3724,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,30,below normal,0.6097979,0
3725,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,30,normal,0.156234,0
3726,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,30,above normal,0.005485387,0
3727,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,0,below normal,0.99422306,1
3728,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,0,normal,0.94787616,1
3729,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,0,above normal,0.18217102,0
3730,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,15,below normal,0.9790871,1
3731,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,15,normal,0.8797357,1
3732,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,15,above normal,0.106299415,0
3733,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,30,below normal,0.9220888,1
3734,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,30,normal,0.7463534,1
3735,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,30,above normal,0.04771845,0
3736,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,0,below normal,0.9813887,1
3737,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,0,normal,0.65000767,0
3738,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,0,above normal,0.03673801,0
3739,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,15,below normal,0.92990047,1
3740,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,15,normal,0.51052886,0
3741,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,15,above normal,0.02533989,0
3742,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,30,below normal,0.722556,1
3743,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,30,normal,0.295556,0
3744,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,30,above normal,0.013630404,0
3745,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,0,below normal,0.8714528,1
3746,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,0,normal,0.15633617,0
3747,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,0,above normal,0.004628305,0
3748,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,15,below normal,0.6782058,0
3749,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,15,normal,0.107630186,0
3750,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,15,above normal,0.003650043,0
3751,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,30,below normal,0.28776947,0
3752,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,30,normal,0.056681518,0
3753,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,30,above normal,0.002966794,0
3754,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,0,below normal,0.9984712,1
3755,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,0,normal,0.9822823,1
3756,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,0,above normal,0.755254,1
3757,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,15,below normal,0.99292266,1
3758,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,15,normal,0.95811707,1
3759,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,15,above normal,0.5197757,0
3760,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,30,below normal,0.9262941,1
3761,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,30,normal,0.9042074,1
3762,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,30,above normal,0.26615742,0
3763,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,0,below normal,0.99174786,1
3764,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,0,normal,0.89951104,1
3765,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,0,above normal,0.15728213,0
3766,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,15,below normal,0.9627082,1
3767,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,15,normal,0.74997026,1
3768,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,15,above normal,0.05885939,0
3769,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,30,below normal,0.7602789,1
3770,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,30,normal,0.50127554,0
3771,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,30,above normal,0.020526605,0
3772,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,0,below normal,0.94764364,0
3773,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,0,normal,0.34090093,0
3774,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,0,above normal,0.010669112,0
3775,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,15,below normal,0.7426139,1
3776,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,15,normal,0.14771548,0
3777,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,15,above normal,0.003600674,0
3778,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,30,below normal,0.25871545,0
3779,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,30,normal,0.054889265,0
3780,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,30,above normal,0.00207896,0
3781,5-10 years,2015,18-30,female,high school diploma,average,10-30%,0,below normal,0.99557567,1
3782,5-10 years,2015,18-30,female,high school diploma,average,10-30%,0,normal,0.99820817,1
3783,5-10 years,2015,18-30,female,high school diploma,average,10-30%,0,above normal,0.99402505,1
3784,5-10 years,2015,18-30,female,high school diploma,average,10-30%,15,below normal,0.9861222,1
3785,5-10 years,2015,18-30,female,high school diploma,average,10-30%,15,normal,0.99719065,1
3786,5-10 years,2015,18-30,female,high school diploma,average,10-30%,15,above normal,0.9910177,1
3787,5-10 years,2015,18-30,female,high school diploma,average,10-30%,30,below normal,0.95115435,1
3788,5-10 years,2015,18-30,female,high school diploma,average,10-30%,30,normal,0.9901956,1
3789,5-10 years,2015,18-30,female,high school diploma,average,10-30%,30,above normal,0.98443687,1
3790,5-10 years,2015,18-30,female,high school diploma,average,31-50%,0,below normal,0.9826182,1
3791,5-10 years,2015,18-30,female,high school diploma,average,31-50%,0,normal,0.97828376,1
3792,5-10 years,2015,18-30,female,high school diploma,average,31-50%,0,above normal,0.9253534,1
3793,5-10 years,2015,18-30,female,high school diploma,average,31-50%,15,below normal,0.95286703,1
3794,5-10 years,2015,18-30,female,high school diploma,average,31-50%,15,normal,0.9647871,1
3795,5-10 years,2015,18-30,female,high school diploma,average,31-50%,15,above normal,0.8851155,1
3796,5-10 years,2015,18-30,female,high school diploma,average,31-50%,30,below normal,0.82683474,1
3797,5-10 years,2015,18-30,female,high school diploma,average,31-50%,30,normal,0.90093434,1
3798,5-10 years,2015,18-30,female,high school diploma,average,31-50%,30,above normal,0.82427055,1
3799,5-10 years,2015,18-30,female,high school diploma,average,51-70%,0,below normal,0.8801088,1
3800,5-10 years,2015,18-30,female,high school diploma,average,51-70%,0,normal,0.6549608,0
3801,5-10 years,2015,18-30,female,high school diploma,average,51-70%,0,above normal,0.29984808,0
3802,5-10 years,2015,18-30,female,high school diploma,average,51-70%,15,below normal,0.70533514,1
3803,5-10 years,2015,18-30,female,high school diploma,average,51-70%,15,normal,0.5385352,0
3804,5-10 years,2015,18-30,female,high school diploma,average,51-70%,15,above normal,0.22938485,0
3805,5-10 years,2015,18-30,female,high school diploma,average,51-70%,30,below normal,0.43262458,0
3806,5-10 years,2015,18-30,female,high school diploma,average,51-70%,30,normal,0.32555756,0
3807,5-10 years,2015,18-30,female,high school diploma,average,51-70%,30,above normal,0.18617408,0
3808,1-3 years,2022,above 60,female,bachelor's degree,below average,10-30%,0,below normal,0.9998091,1
3809,1-3 years,2022,above 60,female,bachelor's degree,below average,10-30%,0,normal,0.99828076,1
3810,1-3 years,2022,above 60,female,bachelor's degree,below average,10-30%,0,above normal,0.9599913,1
3811,1-3 years,2022,above 60,female,bachelor's degree,below average,10-30%,15,below normal,0.9994301,1
3812,1-3 years,2022,above 60,female,bachelor's degree,below average,10-30%,15,normal,0.9973247,1
3813,1-3 years,2022,above 60,female,bachelor's degree,below average,10-30%,15,above normal,0.9400723,1
3814,1-3 years,2022,above 60,female,bachelor's degree,below average,10-30%,30,below normal,0.99830073,1
3815,1-3 years,2022,above 60,female,bachelor's degree,below average,10-30%,30,normal,0.9958396,1
3816,1-3 years,2022,above 60,female,bachelor's degree,below average,10-30%,30,above normal,0.9111542,1
3817,1-3 years,2022,above 60,female,bachelor's degree,below average,31-50%,0,below normal,0.9990791,1
3818,1-3 years,2022,above 60,female,bachelor's degree,below average,31-50%,0,normal,0.9900293,1
3819,1-3 years,2022,above 60,female,bachelor's degree,below average,31-50%,0,above normal,0.8305129,1
3820,1-3 years,2022,above 60,female,bachelor's degree,below average,31-50%,15,below normal,0.997256,1
3821,1-3 years,2022,above 60,female,bachelor's degree,below average,31-50%,15,normal,0.98455656,1
3822,1-3 years,2022,above 60,female,bachelor's degree,below average,31-50%,15,above normal,0.75881535,1
3823,1-3 years,2022,above 60,female,bachelor's degree,below average,31-50%,30,below normal,0.99185306,1
3824,1-3 years,2022,above 60,female,bachelor's degree,below average,31-50%,30,normal,0.9761524,1
3825,1-3 years,2022,above 60,female,bachelor's degree,below average,31-50%,30,above normal,0.6442951,0
3826,1-3 years,2022,above 60,female,bachelor's degree,below average,51-70%,0,below normal,0.99557173,1
3827,1-3 years,2022,above 60,female,bachelor's degree,below average,51-70%,0,normal,0.9438154,1
3828,1-3 years,2022,above 60,female,bachelor's degree,below average,51-70%,0,above normal,0.25517923,0
3829,1-3 years,2022,above 60,female,bachelor's degree,below average,51-70%,15,below normal,0.9868961,1
3830,1-3 years,2022,above 60,female,bachelor's degree,below average,51-70%,15,normal,0.915983,1
3831,1-3 years,2022,above 60,female,bachelor's degree,below average,51-70%,15,above normal,0.17889109,0
3832,1-3 years,2022,above 60,female,bachelor's degree,below average,51-70%,30,below normal,0.9618744,1
3833,1-3 years,2022,above 60,female,bachelor's degree,below average,51-70%,30,normal,0.85490435,1
3834,1-3 years,2022,above 60,female,bachelor's degree,below average,51-70%,30,above normal,0.09803708,0
3835,less than a year,2022,41-50,male,bachelor's degree,below average,10-30%,0,below normal,0.9987999,1
3836,less than a year,2022,41-50,male,bachelor's degree,below average,10-30%,0,normal,0.9928663,1
3837,less than a year,2022,41-50,male,bachelor's degree,below average,10-30%,0,above normal,0.85223395,1
3838,less than a year,2022,41-50,male,bachelor's degree,below average,10-30%,15,below normal,0.99618995,1
3839,less than a year,2022,41-50,male,bachelor's degree,below average,10-30%,15,normal,0.98722374,1
3840,less than a year,2022,41-50,male,bachelor's degree,below average,10-30%,15,above normal,0.7903809,1
3841,less than a year,2022,41-50,male,bachelor's degree,below average,10-30%,30,below normal,0.9858742,1
3842,less than a year,2022,41-50,male,bachelor's degree,below average,10-30%,30,normal,0.9760804,1
3843,less than a year,2022,41-50,male,bachelor's degree,below average,10-30%,30,above normal,0.6687107,0
3844,less than a year,2022,41-50,male,bachelor's degree,below average,31-50%,0,below normal,0.99467236,1
3845,less than a year,2022,41-50,male,bachelor's degree,below average,31-50%,0,normal,0.96966815,1
3846,less than a year,2022,41-50,male,bachelor's degree,below average,31-50%,0,above normal,0.3810756,0
3847,less than a year,2022,41-50,male,bachelor's degree,below average,31-50%,15,below normal,0.98454374,1
3848,less than a year,2022,41-50,male,bachelor's degree,below average,31-50%,15,normal,0.9480873,1
3849,less than a year,2022,41-50,male,bachelor's degree,below average,31-50%,15,above normal,0.23938954,0
3850,less than a year,2022,41-50,male,bachelor's degree,below average,31-50%,30,below normal,0.9413215,1
3851,less than a year,2022,41-50,male,bachelor's degree,below average,31-50%,30,normal,0.90105367,1
3852,less than a year,2022,41-50,male,bachelor's degree,below average,31-50%,30,above normal,0.13858752,0
3853,less than a year,2022,41-50,male,bachelor's degree,below average,51-70%,0,below normal,0.9759758,1
3854,less than a year,2022,41-50,male,bachelor's degree,below average,51-70%,0,normal,0.7602073,1
3855,less than a year,2022,41-50,male,bachelor's degree,below average,51-70%,0,above normal,0.047677938,0
3856,less than a year,2022,41-50,male,bachelor's degree,below average,51-70%,15,below normal,0.92799604,1
3857,less than a year,2022,41-50,male,bachelor's degree,below average,51-70%,15,normal,0.61163354,0
3858,less than a year,2022,41-50,male,bachelor's degree,below average,51-70%,15,above normal,0.025350163,0
3859,less than a year,2022,41-50,male,bachelor's degree,below average,51-70%,30,below normal,0.68575025,1
3860,less than a year,2022,41-50,male,bachelor's degree,below average,51-70%,30,normal,0.3991334,0
3861,less than a year,2022,41-50,male,bachelor's degree,below average,51-70%,30,above normal,0.016829388,0
3862,1-3 years,2015,41-50,male,bachelor's degree,above average,10-30%,0,below normal,0.8611683,1
3863,1-3 years,2015,41-50,male,bachelor's degree,above average,10-30%,0,normal,0.7816739,1
3864,1-3 years,2015,41-50,male,bachelor's degree,above average,10-30%,0,above normal,0.67422026,0
3865,1-3 years,2015,41-50,male,bachelor's degree,above average,10-30%,15,below normal,0.5848637,0
3866,1-3 years,2015,41-50,male,bachelor's degree,above average,10-30%,15,normal,0.4298089,0
3867,1-3 years,2015,41-50,male,bachelor's degree,above average,10-30%,15,above normal,0.28793097,0
3868,1-3 years,2015,41-50,male,bachelor's degree,above average,10-30%,30,below normal,0.2886484,0
3869,1-3 years,2015,41-50,male,bachelor's degree,above average,10-30%,30,normal,0.1589821,0
3870,1-3 years,2015,41-50,male,bachelor's degree,above average,10-30%,30,above normal,0.11126876,0
3871,1-3 years,2015,41-50,male,bachelor's degree,above average,31-50%,0,below normal,0.41295388,0
3872,1-3 years,2015,41-50,male,bachelor's degree,above average,31-50%,0,normal,0.28907505,0
3873,1-3 years,2015,41-50,male,bachelor's degree,above average,31-50%,0,above normal,0.1903107,0
3874,1-3 years,2015,41-50,male,bachelor's degree,above average,31-50%,15,below normal,0.16860424,0
3875,1-3 years,2015,41-50,male,bachelor's degree,above average,31-50%,15,normal,0.07551488,0
3876,1-3 years,2015,41-50,male,bachelor's degree,above average,31-50%,15,above normal,0.04197775,0
3877,1-3 years,2015,41-50,male,bachelor's degree,above average,31-50%,30,below normal,0.08943032,0
3878,1-3 years,2015,41-50,male,bachelor's degree,above average,31-50%,30,normal,0.03856911,1
3879,1-3 years,2015,41-50,male,bachelor's degree,above average,31-50%,30,above normal,0.015179944,0
3880,1-3 years,2015,41-50,male,bachelor's degree,above average,51-70%,0,below normal,0.10633194,0
3881,1-3 years,2015,41-50,male,bachelor's degree,above average,51-70%,0,normal,0.047211077,0
3882,1-3 years,2015,41-50,male,bachelor's degree,above average,51-70%,0,above normal,0.030004354,0
3883,1-3 years,2015,41-50,male,bachelor's degree,above average,51-70%,15,below normal,0.038088437,0
3884,1-3 years,2015,41-50,male,bachelor's degree,above average,51-70%,15,normal,0.014986229,0
3885,1-3 years,2015,41-50,male,bachelor's degree,above average,51-70%,15,above normal,0.00821398,0
3886,1-3 years,2015,41-50,male,bachelor's degree,above average,51-70%,30,below normal,0.021577496,0
3887,1-3 years,2015,41-50,male,bachelor's degree,above average,51-70%,30,normal,0.007844175,0
3888,1-3 years,2015,41-50,male,bachelor's degree,above average,51-70%,30,above normal,0.0051062,0
3889,less than a year,2021,41-50,male,bachelor's degree,above average,10-30%,0,below normal,0.99507856,1
3890,less than a year,2021,41-50,male,bachelor's degree,above average,10-30%,0,normal,0.99440706,1
3891,less than a year,2021,41-50,male,bachelor's degree,above average,10-30%,0,above normal,0.9910699,1
3892,less than a year,2021,41-50,male,bachelor's degree,above average,10-30%,15,below normal,0.98622894,1
3893,less than a year,2021,41-50,male,bachelor's degree,above average,10-30%,15,normal,0.98461086,1
3894,less than a year,2021,41-50,male,bachelor's degree,above average,10-30%,15,above normal,0.966133,1
3895,less than a year,2021,41-50,male,bachelor's degree,above average,10-30%,30,below normal,0.96207225,1
3896,less than a year,2021,41-50,male,bachelor's degree,above average,10-30%,30,normal,0.95299536,1
3897,less than a year,2021,41-50,male,bachelor's degree,above average,10-30%,30,above normal,0.87400806,1
3898,less than a year,2021,41-50,male,bachelor's degree,above average,31-50%,0,below normal,0.9777763,1
3899,less than a year,2021,41-50,male,bachelor's degree,above average,31-50%,0,normal,0.9645359,1
3900,less than a year,2021,41-50,male,bachelor's degree,above average,31-50%,0,above normal,0.9082608,1
3901,less than a year,2021,41-50,male,bachelor's degree,above average,31-50%,15,below normal,0.92715853,1
3902,less than a year,2021,41-50,male,bachelor's degree,above average,31-50%,15,normal,0.86960346,1
3903,less than a year,2021,41-50,male,bachelor's degree,above average,31-50%,15,above normal,0.7306099,1
3904,less than a year,2021,41-50,male,bachelor's degree,above average,31-50%,30,below normal,0.76656127,1
3905,less than a year,2021,41-50,male,bachelor's degree,above average,31-50%,30,normal,0.6133399,0
3906,less than a year,2021,41-50,male,bachelor's degree,above average,31-50%,30,above normal,0.39740968,0
