number,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge
5061,1-3 years,2018,41-50,male,master's degree,average,51-70%,short,above normal,0
5062,1-3 years,2018,41-50,male,master's degree,average,31-50%,medium,normal,0
5063,1-3 years,2018,41-50,male,master's degree,average,31-50%,short,above normal,0
5064,1-3 years,2018,41-50,male,master's degree,average,51-70%,long,below normal,0
5065,1-3 years,2018,41-50,male,master's degree,average,31-50%,long,above normal,0
5066,1-3 years,2018,41-50,male,master's degree,average,10-30%,short,above normal,1
5067,1-3 years,2018,41-50,male,master's degree,average,51-70%,short,normal,1
5068,1-3 years,2018,41-50,male,master's degree,average,31-50%,long,below normal,0
5069,1-3 years,2018,41-50,male,master's degree,average,10-30%,medium,above normal,1
5070,1-3 years,2018,41-50,male,master's degree,average,10-30%,short,normal,1
5071,1-3 years,2018,41-50,male,master's degree,average,10-30%,medium,normal,1
5072,1-3 years,2018,41-50,male,master's degree,average,31-50%,medium,below normal,1
5073,1-3 years,2018,41-50,male,master's degree,average,10-30%,long,below normal,1
5074,1-3 years,2018,41-50,male,master's degree,average,51-70%,long,normal,0
5075,1-3 years,2018,41-50,male,master's degree,average,51-70%,medium,above normal,0
5076,1-3 years,2018,41-50,male,master's degree,average,31-50%,long,normal,0
5077,1-3 years,2022,18-30,male,master's degree,average,10-30%,medium,normal,1
5078,1-3 years,2022,18-30,male,master's degree,average,31-50%,short,below normal,1
5079,1-3 years,2022,18-30,male,master's degree,average,31-50%,short,above normal,0
5080,1-3 years,2022,18-30,male,master's degree,average,10-30%,medium,below normal,1
5081,1-3 years,2022,18-30,male,master's degree,average,51-70%,short,normal,0
5082,1-3 years,2022,18-30,male,master's degree,average,51-70%,long,normal,0
5083,1-3 years,2022,18-30,male,master's degree,average,51-70%,medium,normal,0
5084,1-3 years,2022,18-30,male,master's degree,average,51-70%,medium,below normal,0
5085,1-3 years,2022,18-30,male,master's degree,average,10-30%,long,above normal,0
5086,1-3 years,2022,18-30,male,master's degree,average,10-30%,short,normal,1
5087,1-3 years,2022,18-30,male,master's degree,average,51-70%,long,above normal,0
5088,1-3 years,2022,18-30,male,master's degree,average,31-50%,short,normal,1
5089,1-3 years,2022,18-30,male,master's degree,average,31-50%,medium,above normal,0
5090,1-3 years,2022,18-30,male,master's degree,average,31-50%,long,below normal,1
5091,1-3 years,2022,18-30,male,master's degree,average,10-30%,long,normal,1
5092,1-3 years,2022,18-30,male,master's degree,average,10-30%,medium,above normal,0
5093,1-3 years,2022,18-30,male,master's degree,average,51-70%,short,below normal,0
5094,1-3 years,2022,18-30,male,master's degree,average,31-50%,long,above normal,0
5095,1-3 years,2022,18-30,male,master's degree,average,51-70%,long,below normal,0
5096,1-3 years,2022,18-30,male,master's degree,average,10-30%,short,below normal,1
5097,1-3 years,2022,18-30,male,master's degree,average,31-50%,medium,below normal,1
5098,1-3 years,2022,18-30,male,master's degree,average,10-30%,long,below normal,1
5099,1-3 years,2022,18-30,male,master's degree,average,31-50%,long,normal,1
5100,1-3 years,2022,18-30,male,master's degree,average,31-50%,medium,normal,1
5101,1-3 years,2022,18-30,male,master's degree,average,10-30%,short,above normal,0
5102,1-3 years,2022,18-30,male,master's degree,average,51-70%,medium,above normal,0
5103,1-3 years,2022,18-30,male,master's degree,average,51-70%,short,above normal,0
5104,more than 10 years,2018,31-40,male,master's degree,average,51-70%,long,above normal,0
5105,more than 10 years,2018,31-40,male,master's degree,average,51-70%,medium,below normal,1
5106,more than 10 years,2018,31-40,male,master's degree,average,31-50%,long,normal,0
5107,more than 10 years,2018,31-40,male,master's degree,average,51-70%,short,normal,0
5108,more than 10 years,2018,31-40,male,master's degree,average,51-70%,long,normal,0
5109,more than 10 years,2018,31-40,male,master's degree,average,10-30%,short,normal,1
5110,more than 10 years,2018,31-40,male,master's degree,average,31-50%,short,normal,1
5111,more than 10 years,2018,31-40,male,master's degree,average,10-30%,long,below normal,1
5112,more than 10 years,2018,31-40,male,master's degree,average,51-70%,short,below normal,1
5113,more than 10 years,2018,31-40,male,master's degree,average,51-70%,medium,above normal,0
5114,more than 10 years,2018,31-40,male,master's degree,average,31-50%,short,above normal,0
5115,more than 10 years,2018,31-40,male,master's degree,average,10-30%,short,below normal,1
5116,more than 10 years,2018,31-40,male,master's degree,average,10-30%,long,normal,1
5117,more than 10 years,2018,31-40,male,master's degree,average,10-30%,short,above normal,1
5118,more than 10 years,2018,31-40,male,master's degree,average,10-30%,medium,above normal,1
5119,more than 10 years,2018,31-40,male,master's degree,average,51-70%,short,above normal,0
5120,more than 10 years,2018,31-40,male,master's degree,average,31-50%,medium,below normal,1
5121,more than 10 years,2018,31-40,male,master's degree,average,10-30%,long,above normal,1
5122,more than 10 years,2018,31-40,male,master's degree,average,10-30%,medium,normal,1
5123,more than 10 years,2018,31-40,male,master's degree,average,31-50%,long,below normal,1
5124,more than 10 years,2018,31-40,male,master's degree,average,31-50%,short,below normal,1
5125,more than 10 years,2018,31-40,male,master's degree,average,31-50%,medium,above normal,1
5126,more than 10 years,2018,31-40,male,master's degree,average,51-70%,medium,normal,1
5127,more than 10 years,2018,31-40,male,master's degree,average,10-30%,medium,below normal,1
5128,more than 10 years,2018,31-40,male,master's degree,average,31-50%,long,above normal,0
5129,more than 10 years,2018,31-40,male,master's degree,average,31-50%,medium,normal,1
5130,more than 10 years,2018,31-40,male,master's degree,average,51-70%,long,below normal,1
5131,more than 10 years,2018,above 60,male,doctoral degree,above average,51-70%,medium,below normal,0
5132,more than 10 years,2018,above 60,male,doctoral degree,above average,51-70%,long,normal,0
5133,more than 10 years,2018,above 60,male,doctoral degree,above average,51-70%,medium,above normal,0
5134,more than 10 years,2018,above 60,male,doctoral degree,above average,31-50%,long,below normal,1
5135,more than 10 years,2018,above 60,male,doctoral degree,above average,51-70%,medium,normal,0
5136,more than 10 years,2018,above 60,male,doctoral degree,above average,51-70%,short,above normal,0
5137,more than 10 years,2018,above 60,male,doctoral degree,above average,10-30%,long,above normal,1
5138,more than 10 years,2018,above 60,male,doctoral degree,above average,10-30%,long,normal,1
5139,more than 10 years,2018,above 60,male,doctoral degree,above average,10-30%,medium,below normal,1
5140,more than 10 years,2018,above 60,male,doctoral degree,above average,10-30%,short,above normal,1
5141,more than 10 years,2018,above 60,male,doctoral degree,above average,10-30%,medium,normal,1
5142,more than 10 years,2018,above 60,male,doctoral degree,above average,51-70%,long,below normal,0
5143,more than 10 years,2018,above 60,male,doctoral degree,above average,31-50%,long,above normal,0
5144,more than 10 years,2018,above 60,male,doctoral degree,above average,31-50%,medium,above normal,0
5145,more than 10 years,2018,above 60,male,doctoral degree,above average,31-50%,short,above normal,0
5146,more than 10 years,2018,above 60,male,doctoral degree,above average,31-50%,short,below normal,1
5147,more than 10 years,2018,above 60,male,doctoral degree,above average,31-50%,medium,normal,1
5148,more than 10 years,2018,above 60,male,doctoral degree,above average,10-30%,long,below normal,0
5149,more than 10 years,2018,above 60,male,doctoral degree,above average,10-30%,medium,above normal,1
5150,more than 10 years,2018,above 60,male,doctoral degree,above average,31-50%,medium,below normal,0
5151,more than 10 years,2018,above 60,male,doctoral degree,above average,51-70%,long,above normal,0
5152,more than 10 years,2018,above 60,male,doctoral degree,above average,31-50%,long,normal,0
5153,more than 10 years,2018,above 60,male,doctoral degree,above average,51-70%,short,below normal,0
5154,more than 10 years,2018,above 60,male,doctoral degree,above average,51-70%,short,normal,0
5155,more than 10 years,2018,above 60,male,doctoral degree,above average,10-30%,short,normal,1
5156,more than 10 years,2018,above 60,male,doctoral degree,above average,10-30%,short,below normal,1
5157,more than 10 years,2018,above 60,male,doctoral degree,above average,31-50%,short,normal,1
5158,1-3 years,2019,31-40,female,bachelor's degree,above average,51-70%,medium,below normal,1
5159,1-3 years,2019,31-40,female,bachelor's degree,above average,31-50%,short,normal,1
5160,1-3 years,2019,31-40,female,bachelor's degree,above average,31-50%,medium,above normal,1
5161,1-3 years,2019,31-40,female,bachelor's degree,above average,10-30%,short,above normal,1
5162,1-3 years,2019,31-40,female,bachelor's degree,above average,31-50%,long,normal,0
5163,1-3 years,2019,31-40,female,bachelor's degree,above average,10-30%,long,below normal,1
5164,1-3 years,2019,31-40,female,bachelor's degree,above average,51-70%,short,below normal,1
5165,1-3 years,2019,31-40,female,bachelor's degree,above average,51-70%,long,normal,0
5166,1-3 years,2019,31-40,female,bachelor's degree,above average,10-30%,long,normal,1
5167,1-3 years,2019,31-40,female,bachelor's degree,above average,31-50%,medium,below normal,1
5168,1-3 years,2019,31-40,female,bachelor's degree,above average,51-70%,long,above normal,0
5169,1-3 years,2019,31-40,female,bachelor's degree,above average,31-50%,long,above normal,0
5170,1-3 years,2019,31-40,female,bachelor's degree,above average,10-30%,medium,above normal,1
5171,1-3 years,2019,31-40,female,bachelor's degree,above average,51-70%,short,normal,1
5172,1-3 years,2019,31-40,female,bachelor's degree,above average,10-30%,medium,normal,1
5173,1-3 years,2019,31-40,female,bachelor's degree,above average,31-50%,medium,normal,1
5174,1-3 years,2019,31-40,female,bachelor's degree,above average,10-30%,short,below normal,1
5175,1-3 years,2019,31-40,female,bachelor's degree,above average,51-70%,long,below normal,0
5176,1-3 years,2019,31-40,female,bachelor's degree,above average,31-50%,short,above normal,0
5177,1-3 years,2019,31-40,female,bachelor's degree,above average,10-30%,short,normal,1
5178,1-3 years,2019,31-40,female,bachelor's degree,above average,51-70%,medium,normal,0
5179,1-3 years,2019,31-40,female,bachelor's degree,above average,51-70%,short,above normal,0
5180,1-3 years,2019,31-40,female,bachelor's degree,above average,31-50%,short,below normal,1
5181,1-3 years,2019,31-40,female,bachelor's degree,above average,10-30%,long,above normal,1
5182,1-3 years,2019,31-40,female,bachelor's degree,above average,51-70%,medium,above normal,0
5183,1-3 years,2019,31-40,female,bachelor's degree,above average,31-50%,long,below normal,1
5184,1-3 years,2019,31-40,female,bachelor's degree,above average,10-30%,medium,below normal,1
5185,1-3 years,2022,31-40,male,doctoral degree,below average,31-50%,long,normal,0
5186,1-3 years,2022,31-40,male,doctoral degree,below average,51-70%,medium,normal,0
5187,1-3 years,2022,31-40,male,doctoral degree,below average,51-70%,medium,above normal,0
5188,1-3 years,2022,31-40,male,doctoral degree,below average,10-30%,short,normal,1
5189,1-3 years,2022,31-40,male,doctoral degree,below average,31-50%,short,above normal,1
5190,1-3 years,2022,31-40,male,doctoral degree,below average,10-30%,long,normal,1
5191,1-3 years,2022,31-40,male,doctoral degree,below average,10-30%,short,below normal,1
5192,1-3 years,2022,31-40,male,doctoral degree,below average,10-30%,long,above normal,1
5193,1-3 years,2022,31-40,male,doctoral degree,below average,51-70%,short,above normal,0
5194,1-3 years,2022,31-40,male,doctoral degree,below average,31-50%,short,below normal,1
5195,1-3 years,2022,31-40,male,doctoral degree,below average,31-50%,short,normal,1
5196,1-3 years,2022,31-40,male,doctoral degree,below average,31-50%,long,above normal,0
5197,1-3 years,2022,31-40,male,doctoral degree,below average,51-70%,long,below normal,0
5198,1-3 years,2022,31-40,male,doctoral degree,below average,51-70%,long,above normal,0
5199,1-3 years,2022,31-40,male,doctoral degree,below average,10-30%,medium,above normal,0
5200,1-3 years,2022,31-40,male,doctoral degree,below average,10-30%,long,below normal,1
5201,1-3 years,2022,31-40,male,doctoral degree,below average,10-30%,medium,normal,1
5202,1-3 years,2022,31-40,male,doctoral degree,below average,31-50%,medium,normal,0
5203,1-3 years,2022,31-40,male,doctoral degree,below average,31-50%,long,below normal,0
5204,1-3 years,2022,31-40,male,doctoral degree,below average,31-50%,medium,below normal,1
5205,1-3 years,2022,31-40,male,doctoral degree,below average,51-70%,short,normal,0
5206,1-3 years,2022,31-40,male,doctoral degree,below average,10-30%,short,above normal,0
5207,1-3 years,2022,31-40,male,doctoral degree,below average,31-50%,medium,above normal,0
5208,1-3 years,2022,31-40,male,doctoral degree,below average,51-70%,short,below normal,1
5209,1-3 years,2022,31-40,male,doctoral degree,below average,51-70%,long,normal,0
5210,1-3 years,2022,31-40,male,doctoral degree,below average,10-30%,medium,below normal,1
5211,1-3 years,2022,31-40,male,doctoral degree,below average,51-70%,medium,below normal,0
5212,more than 10 years,2015,above 60,male,high school diploma,above average,31-50%,long,above normal,0
5213,more than 10 years,2015,above 60,male,high school diploma,above average,10-30%,long,above normal,0
5214,more than 10 years,2015,above 60,male,high school diploma,above average,10-30%,short,normal,1
5215,more than 10 years,2015,above 60,male,high school diploma,above average,31-50%,short,below normal,1
5216,more than 10 years,2015,above 60,male,high school diploma,above average,10-30%,long,below normal,0
5217,more than 10 years,2015,above 60,male,high school diploma,above average,31-50%,short,normal,1
5218,more than 10 years,2015,above 60,male,high school diploma,above average,51-70%,medium,below normal,0
5219,more than 10 years,2015,above 60,male,high school diploma,above average,10-30%,short,below normal,1
5220,more than 10 years,2015,above 60,male,high school diploma,above average,31-50%,long,normal,0
5221,more than 10 years,2015,above 60,male,high school diploma,above average,51-70%,short,below normal,0
5222,more than 10 years,2015,above 60,male,high school diploma,above average,51-70%,medium,normal,0
5223,more than 10 years,2015,above 60,male,high school diploma,above average,51-70%,short,above normal,0
5224,more than 10 years,2015,above 60,male,high school diploma,above average,31-50%,medium,above normal,0
5225,more than 10 years,2015,above 60,male,high school diploma,above average,31-50%,medium,below normal,0
5226,more than 10 years,2015,above 60,male,high school diploma,above average,51-70%,short,normal,0
5227,more than 10 years,2015,above 60,male,high school diploma,above average,31-50%,medium,normal,0
5228,more than 10 years,2015,above 60,male,high school diploma,above average,10-30%,medium,normal,0
5229,more than 10 years,2015,above 60,male,high school diploma,above average,51-70%,medium,above normal,0
5230,more than 10 years,2015,above 60,male,high school diploma,above average,10-30%,medium,above normal,1
5231,more than 10 years,2015,above 60,male,high school diploma,above average,31-50%,long,below normal,0
5232,more than 10 years,2015,above 60,male,high school diploma,above average,10-30%,short,above normal,1
5233,more than 10 years,2015,above 60,male,high school diploma,above average,10-30%,long,normal,0
5234,more than 10 years,2015,above 60,male,high school diploma,above average,31-50%,short,above normal,1
5235,more than 10 years,2015,above 60,male,high school diploma,above average,51-70%,long,above normal,0
5236,more than 10 years,2015,above 60,male,high school diploma,above average,10-30%,medium,below normal,1
5237,more than 10 years,2015,above 60,male,high school diploma,above average,51-70%,long,normal,0
5238,more than 10 years,2015,above 60,male,high school diploma,above average,51-70%,long,below normal,0
5239,1-3 years,2019,above 60,male,doctoral degree,above average,51-70%,medium,above normal,1
5240,1-3 years,2019,above 60,male,doctoral degree,above average,10-30%,short,above normal,1
5241,1-3 years,2019,above 60,male,doctoral degree,above average,31-50%,short,below normal,1
5242,1-3 years,2019,above 60,male,doctoral degree,above average,51-70%,short,normal,1
5243,1-3 years,2019,above 60,male,doctoral degree,above average,51-70%,long,above normal,0
5244,1-3 years,2019,above 60,male,doctoral degree,above average,31-50%,long,below normal,0
5245,1-3 years,2019,above 60,male,doctoral degree,above average,10-30%,medium,normal,1
5246,1-3 years,2019,above 60,male,doctoral degree,above average,10-30%,medium,above normal,1
5247,1-3 years,2019,above 60,male,doctoral degree,above average,51-70%,long,below normal,0
5248,1-3 years,2019,above 60,male,doctoral degree,above average,10-30%,medium,below normal,1
5249,1-3 years,2019,above 60,male,doctoral degree,above average,31-50%,short,above normal,1
5250,1-3 years,2019,above 60,male,doctoral degree,above average,31-50%,medium,above normal,1
5251,1-3 years,2019,above 60,male,doctoral degree,above average,10-30%,long,normal,1
5252,1-3 years,2019,above 60,male,doctoral degree,above average,10-30%,short,below normal,1
5253,1-3 years,2019,above 60,male,doctoral degree,above average,31-50%,medium,normal,1
5254,1-3 years,2019,above 60,male,doctoral degree,above average,51-70%,medium,below normal,1
5255,1-3 years,2019,above 60,male,doctoral degree,above average,51-70%,long,normal,0
5256,1-3 years,2019,above 60,male,doctoral degree,above average,51-70%,short,above normal,1
5257,1-3 years,2019,above 60,male,doctoral degree,above average,10-30%,long,above normal,1
5258,1-3 years,2019,above 60,male,doctoral degree,above average,31-50%,medium,below normal,1
5259,1-3 years,2019,above 60,male,doctoral degree,above average,51-70%,short,below normal,1
5260,1-3 years,2019,above 60,male,doctoral degree,above average,31-50%,short,normal,1
5261,1-3 years,2019,above 60,male,doctoral degree,above average,51-70%,medium,normal,1
5262,1-3 years,2019,above 60,male,doctoral degree,above average,31-50%,long,normal,0
5263,1-3 years,2019,above 60,male,doctoral degree,above average,31-50%,long,above normal,0
5264,1-3 years,2019,above 60,male,doctoral degree,above average,10-30%,short,normal,1
5265,1-3 years,2019,above 60,male,doctoral degree,above average,10-30%,long,below normal,1
5266,3-5 years,2016,31-40,male,bachelor's degree,above average,51-70%,short,normal,1
5267,3-5 years,2016,31-40,male,bachelor's degree,above average,31-50%,medium,below normal,0
5268,3-5 years,2016,31-40,male,bachelor's degree,above average,31-50%,long,below normal,0
5269,3-5 years,2016,31-40,male,bachelor's degree,above average,10-30%,long,above normal,0
5270,3-5 years,2016,31-40,male,bachelor's degree,above average,51-70%,short,below normal,0
5271,3-5 years,2016,31-40,male,bachelor's degree,above average,10-30%,long,normal,1
5272,3-5 years,2016,31-40,male,bachelor's degree,above average,51-70%,long,above normal,0
5273,3-5 years,2016,31-40,male,bachelor's degree,above average,51-70%,long,normal,0
5274,3-5 years,2016,31-40,male,bachelor's degree,above average,10-30%,long,below normal,1
5275,3-5 years,2016,31-40,male,bachelor's degree,above average,10-30%,short,below normal,1
5276,3-5 years,2016,31-40,male,bachelor's degree,above average,10-30%,medium,above normal,1
5277,3-5 years,2016,31-40,male,bachelor's degree,above average,31-50%,short,above normal,0
5278,3-5 years,2016,31-40,male,bachelor's degree,above average,31-50%,medium,normal,1
5279,3-5 years,2016,31-40,male,bachelor's degree,above average,51-70%,medium,below normal,0
5280,3-5 years,2016,31-40,male,bachelor's degree,above average,51-70%,medium,above normal,0
5281,3-5 years,2016,31-40,male,bachelor's degree,above average,10-30%,short,normal,1
5282,3-5 years,2016,31-40,male,bachelor's degree,above average,10-30%,medium,normal,1
5283,3-5 years,2016,31-40,male,bachelor's degree,above average,51-70%,short,above normal,0
5284,3-5 years,2016,31-40,male,bachelor's degree,above average,31-50%,short,normal,1
5285,3-5 years,2016,31-40,male,bachelor's degree,above average,31-50%,long,above normal,0
5286,3-5 years,2016,31-40,male,bachelor's degree,above average,31-50%,short,below normal,1
5287,3-5 years,2016,31-40,male,bachelor's degree,above average,10-30%,medium,below normal,1
5288,3-5 years,2016,31-40,male,bachelor's degree,above average,51-70%,medium,normal,0
5289,3-5 years,2016,31-40,male,bachelor's degree,above average,51-70%,long,below normal,1
5290,3-5 years,2016,31-40,male,bachelor's degree,above average,31-50%,medium,above normal,0
5291,3-5 years,2016,31-40,male,bachelor's degree,above average,10-30%,short,above normal,1
5292,3-5 years,2016,31-40,male,bachelor's degree,above average,31-50%,long,normal,0
5293,1-3 years,2020,31-40,female,master's degree,average,10-30%,long,normal,1
5294,1-3 years,2020,31-40,female,master's degree,average,31-50%,long,above normal,0
5295,1-3 years,2020,31-40,female,master's degree,average,31-50%,long,normal,0
5296,1-3 years,2020,31-40,female,master's degree,average,51-70%,long,normal,0
5297,1-3 years,2020,31-40,female,master's degree,average,10-30%,long,below normal,1
5298,1-3 years,2020,31-40,female,master's degree,average,10-30%,short,below normal,1
5299,1-3 years,2020,31-40,female,master's degree,average,10-30%,medium,below normal,1
5300,1-3 years,2020,31-40,female,master's degree,average,31-50%,medium,normal,1
5301,1-3 years,2020,31-40,female,master's degree,average,31-50%,medium,below normal,1
5302,1-3 years,2020,31-40,female,master's degree,average,10-30%,medium,above normal,0
5303,1-3 years,2020,31-40,female,master's degree,average,51-70%,short,above normal,0
5304,1-3 years,2020,31-40,female,master's degree,average,10-30%,short,above normal,1
5305,1-3 years,2020,31-40,female,master's degree,average,31-50%,medium,above normal,0
5306,1-3 years,2020,31-40,female,master's degree,average,51-70%,medium,below normal,1
5307,1-3 years,2020,31-40,female,master's degree,average,51-70%,short,below normal,1
5308,1-3 years,2020,31-40,female,master's degree,average,31-50%,long,below normal,1
5309,1-3 years,2020,31-40,female,master's degree,average,10-30%,short,normal,1
5310,1-3 years,2020,31-40,female,master's degree,average,10-30%,medium,normal,1
5311,1-3 years,2020,31-40,female,master's degree,average,31-50%,short,normal,1
5312,1-3 years,2020,31-40,female,master's degree,average,10-30%,long,above normal,0
5313,1-3 years,2020,31-40,female,master's degree,average,51-70%,medium,above normal,0
5314,1-3 years,2020,31-40,female,master's degree,average,51-70%,long,below normal,0
5315,1-3 years,2020,31-40,female,master's degree,average,31-50%,short,above normal,0
5316,1-3 years,2020,31-40,female,master's degree,average,51-70%,long,above normal,0
5317,1-3 years,2020,31-40,female,master's degree,average,51-70%,medium,normal,0
5318,1-3 years,2020,31-40,female,master's degree,average,31-50%,short,below normal,1
5319,1-3 years,2020,31-40,female,master's degree,average,51-70%,short,normal,1
5320,more than 10 years,2021,31-40,male,bachelor's degree,average,51-70%,medium,below normal,1
5321,more than 10 years,2021,31-40,male,bachelor's degree,average,31-50%,short,below normal,1
5322,more than 10 years,2021,31-40,male,bachelor's degree,average,51-70%,medium,normal,0
5323,more than 10 years,2021,31-40,male,bachelor's degree,average,10-30%,medium,below normal,1
5324,more than 10 years,2021,31-40,male,bachelor's degree,average,51-70%,short,above normal,0
5325,more than 10 years,2021,31-40,male,bachelor's degree,average,31-50%,long,above normal,0
5326,more than 10 years,2021,31-40,male,bachelor's degree,average,31-50%,medium,normal,0
5327,more than 10 years,2021,31-40,male,bachelor's degree,average,31-50%,short,above normal,0
5328,more than 10 years,2021,31-40,male,bachelor's degree,average,31-50%,long,normal,0
5329,more than 10 years,2021,31-40,male,bachelor's degree,average,10-30%,short,normal,1
5330,more than 10 years,2021,31-40,male,bachelor's degree,average,51-70%,long,normal,0
5331,more than 10 years,2021,31-40,male,bachelor's degree,average,10-30%,medium,normal,1
5332,more than 10 years,2021,31-40,male,bachelor's degree,average,31-50%,medium,above normal,0
5333,more than 10 years,2021,31-40,male,bachelor's degree,average,10-30%,long,above normal,0
5334,more than 10 years,2021,31-40,male,bachelor's degree,average,10-30%,long,normal,1
5335,more than 10 years,2021,31-40,male,bachelor's degree,average,51-70%,long,below normal,1
5336,more than 10 years,2021,31-40,male,bachelor's degree,average,51-70%,short,below normal,1
5337,more than 10 years,2021,31-40,male,bachelor's degree,average,10-30%,medium,above normal,0
5338,more than 10 years,2021,31-40,male,bachelor's degree,average,51-70%,long,above normal,0
5339,more than 10 years,2021,31-40,male,bachelor's degree,average,31-50%,medium,below normal,1
5340,more than 10 years,2021,31-40,male,bachelor's degree,average,10-30%,long,below normal,1
5341,more than 10 years,2021,31-40,male,bachelor's degree,average,31-50%,long,below normal,0
5342,more than 10 years,2021,31-40,male,bachelor's degree,average,10-30%,short,below normal,1
5343,more than 10 years,2021,31-40,male,bachelor's degree,average,51-70%,short,normal,1
5344,more than 10 years,2021,31-40,male,bachelor's degree,average,31-50%,short,normal,1
5345,more than 10 years,2021,31-40,male,bachelor's degree,average,51-70%,medium,above normal,0
5346,more than 10 years,2021,31-40,male,bachelor's degree,average,10-30%,short,above normal,1
5347,3-5 years,2019,31-40,male,bachelor's degree,above average,51-70%,medium,normal,0
5348,3-5 years,2019,31-40,male,bachelor's degree,above average,51-70%,long,normal,0
5349,3-5 years,2019,31-40,male,bachelor's degree,above average,31-50%,long,below normal,0
5350,3-5 years,2019,31-40,male,bachelor's degree,above average,31-50%,medium,below normal,1
5351,3-5 years,2019,31-40,male,bachelor's degree,above average,10-30%,short,below normal,1
5352,3-5 years,2019,31-40,male,bachelor's degree,above average,31-50%,short,normal,1
5353,3-5 years,2019,31-40,male,bachelor's degree,above average,10-30%,long,normal,0
5354,3-5 years,2019,31-40,male,bachelor's degree,above average,10-30%,short,normal,1
5355,3-5 years,2019,31-40,male,bachelor's degree,above average,31-50%,long,normal,0
5356,3-5 years,2019,31-40,male,bachelor's degree,above average,31-50%,long,above normal,0
5357,3-5 years,2019,31-40,male,bachelor's degree,above average,51-70%,short,above normal,0
5358,3-5 years,2019,31-40,male,bachelor's degree,above average,10-30%,medium,above normal,1
5359,3-5 years,2019,31-40,male,bachelor's degree,above average,10-30%,short,above normal,1
5360,3-5 years,2019,31-40,male,bachelor's degree,above average,51-70%,medium,below normal,0
5361,3-5 years,2019,31-40,male,bachelor's degree,above average,10-30%,long,below normal,0
5362,3-5 years,2019,31-40,male,bachelor's degree,above average,31-50%,short,below normal,1
5363,3-5 years,2019,31-40,male,bachelor's degree,above average,10-30%,long,above normal,1
5364,3-5 years,2019,31-40,male,bachelor's degree,above average,51-70%,short,below normal,0
5365,3-5 years,2019,31-40,male,bachelor's degree,above average,10-30%,medium,normal,1
5366,3-5 years,2019,31-40,male,bachelor's degree,above average,51-70%,long,below normal,0
5367,3-5 years,2019,31-40,male,bachelor's degree,above average,31-50%,short,above normal,1
5368,3-5 years,2019,31-40,male,bachelor's degree,above average,51-70%,medium,above normal,0
5369,3-5 years,2019,31-40,male,bachelor's degree,above average,10-30%,medium,below normal,1
5370,3-5 years,2019,31-40,male,bachelor's degree,above average,51-70%,long,above normal,0
5371,3-5 years,2019,31-40,male,bachelor's degree,above average,31-50%,medium,above normal,1
5372,3-5 years,2019,31-40,male,bachelor's degree,above average,31-50%,medium,normal,1
5373,3-5 years,2019,31-40,male,bachelor's degree,above average,51-70%,short,normal,0
5374,1-3 years,2020,31-40,male,master's degree,average,31-50%,short,normal,1
5375,1-3 years,2020,31-40,male,master's degree,average,31-50%,long,normal,1
5376,1-3 years,2020,31-40,male,master's degree,average,31-50%,long,below normal,1
5377,1-3 years,2020,31-40,male,master's degree,average,51-70%,medium,normal,0
5378,1-3 years,2020,31-40,male,master's degree,average,10-30%,medium,normal,1
5379,1-3 years,2020,31-40,male,master's degree,average,10-30%,short,above normal,0
5380,1-3 years,2020,31-40,male,master's degree,average,51-70%,short,below normal,1
5381,1-3 years,2020,31-40,male,master's degree,average,10-30%,medium,below normal,1
5382,1-3 years,2020,31-40,male,master's degree,average,10-30%,long,above normal,0
5383,1-3 years,2020,31-40,male,master's degree,average,51-70%,medium,above normal,0
5384,1-3 years,2020,31-40,male,master's degree,average,10-30%,short,normal,1
5385,1-3 years,2020,31-40,male,master's degree,average,51-70%,medium,below normal,0
5386,1-3 years,2020,31-40,male,master's degree,average,51-70%,short,above normal,0
5387,1-3 years,2020,31-40,male,master's degree,average,51-70%,long,below normal,0
5388,1-3 years,2020,31-40,male,master's degree,average,31-50%,short,above normal,0
5389,1-3 years,2020,31-40,male,master's degree,average,10-30%,long,normal,1
5390,1-3 years,2020,31-40,male,master's degree,average,10-30%,long,below normal,1
5391,1-3 years,2020,31-40,male,master's degree,average,31-50%,short,below normal,1
5392,1-3 years,2020,31-40,male,master's degree,average,51-70%,long,normal,0
5393,1-3 years,2020,31-40,male,master's degree,average,31-50%,medium,below normal,1
5394,1-3 years,2020,31-40,male,master's degree,average,31-50%,long,above normal,0
5395,1-3 years,2020,31-40,male,master's degree,average,51-70%,long,above normal,0
5396,1-3 years,2020,31-40,male,master's degree,average,51-70%,short,normal,0
5397,1-3 years,2020,31-40,male,master's degree,average,10-30%,medium,above normal,0
5398,1-3 years,2020,31-40,male,master's degree,average,31-50%,medium,normal,1
5399,1-3 years,2020,31-40,male,master's degree,average,31-50%,medium,above normal,0
5400,1-3 years,2020,31-40,male,master's degree,average,10-30%,short,below normal,1
5401,3-5 years,2021,above 60,female,below high school diploma,above average,10-30%,long,below normal,1
5402,3-5 years,2021,above 60,female,below high school diploma,above average,51-70%,long,normal,0
5403,3-5 years,2021,above 60,female,below high school diploma,above average,51-70%,medium,above normal,0
5404,3-5 years,2021,above 60,female,below high school diploma,above average,31-50%,long,normal,1
5405,3-5 years,2021,above 60,female,below high school diploma,above average,51-70%,long,above normal,0
