,driving exp,since when are you using electric vehicles?,age,gender,education,income,SoC,queuing time,charging fee
3687,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,15,above normal
3688,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,30,below normal
3689,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,30,normal
3690,1-3 years,2016,31-40,male,high school diploma,below average,31-50%,30,above normal
3691,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,0,below normal
3692,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,0,normal
3693,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,0,above normal
3694,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,15,below normal
3695,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,15,normal
3696,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,15,above normal
3697,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,30,below normal
3698,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,30,normal
3699,1-3 years,2016,31-40,male,high school diploma,below average,51-70%,30,above normal
3700,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,0,below normal
3701,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,0,normal
3702,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,0,above normal
3703,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,15,below normal
3704,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,15,normal
3705,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,15,above normal
3706,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,30,below normal
3707,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,30,normal
3708,1-3 years,2021,41-50,male,bachelor's degree,below average,10-30%,30,above normal
3709,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,0,below normal
3710,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,0,normal
3711,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,0,above normal
3712,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,15,below normal
3713,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,15,normal
3714,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,15,above normal
3715,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,30,below normal
3716,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,30,normal
3717,1-3 years,2021,41-50,male,bachelor's degree,below average,31-50%,30,above normal
3718,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,0,below normal
3719,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,0,normal
3720,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,0,above normal
3721,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,15,below normal
3722,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,15,normal
3723,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,15,above normal
3724,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,30,below normal
3725,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,30,normal
3726,1-3 years,2021,41-50,male,bachelor's degree,below average,51-70%,30,above normal
3727,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,0,below normal
3728,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,0,normal
3729,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,0,above normal
3730,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,15,below normal
3731,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,15,normal
3732,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,15,above normal
3733,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,30,below normal
3734,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,30,normal
3735,3-5 years,2016,18-30,male,bachelor's degree,below average,10-30%,30,above normal
3736,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,0,below normal
3737,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,0,normal
3738,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,0,above normal
3739,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,15,below normal
3740,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,15,normal
3741,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,15,above normal
3742,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,30,below normal
3743,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,30,normal
3744,3-5 years,2016,18-30,male,bachelor's degree,below average,31-50%,30,above normal
3745,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,0,below normal
3746,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,0,normal
3747,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,0,above normal
3748,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,15,below normal
3749,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,15,normal
3750,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,15,above normal
3751,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,30,below normal
3752,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,30,normal
3753,3-5 years,2016,18-30,male,bachelor's degree,below average,51-70%,30,above normal
3754,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,0,below normal
3755,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,0,normal
3756,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,0,above normal
3757,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,15,below normal
3758,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,15,normal
3759,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,15,above normal
3760,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,30,below normal
3761,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,30,normal
3762,1-3 years,2017,31-40,female,doctoral degree,below average,10-30%,30,above normal
3763,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,0,below normal
3764,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,0,normal
3765,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,0,above normal
3766,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,15,below normal
3767,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,15,normal
3768,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,15,above normal
3769,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,30,below normal
3770,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,30,normal
3771,1-3 years,2017,31-40,female,doctoral degree,below average,31-50%,30,above normal
3772,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,0,below normal
3773,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,0,normal
3774,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,0,above normal
3775,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,15,below normal
3776,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,15,normal
3777,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,15,above normal
3778,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,30,below normal
3779,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,30,normal
3780,1-3 years,2017,31-40,female,doctoral degree,below average,51-70%,30,above normal
3781,5-10 years,2015,18-30,female,high school diploma,average,,,
3782,5-10 years,2015,18-30,female,high school diploma,average,,,
3783,5-10 years,2015,18-30,female,high school diploma,average,,,
3784,5-10 years,2015,18-30,female,high school diploma,average,,,
3785,5-10 years,2015,18-30,female,high school diploma,average,,,
3786,5-10 years,2015,18-30,female,high school diploma,average,,,
3787,5-10 years,2015,18-30,female,high school diploma,average,,,
3788,5-10 years,2015,18-30,female,high school diploma,average,,,
3789,5-10 years,2015,18-30,female,high school diploma,average,,,
3790,5-10 years,2015,18-30,female,high school diploma,average,,,
3791,5-10 years,2015,18-30,female,high school diploma,average,,,
3792,5-10 years,2015,18-30,female,high school diploma,average,,,
3793,5-10 years,2015,18-30,female,high school diploma,average,,,
3794,5-10 years,2015,18-30,female,high school diploma,average,,,
3795,5-10 years,2015,18-30,female,high school diploma,average,,,
3796,5-10 years,2015,18-30,female,high school diploma,average,,,
3797,5-10 years,2015,18-30,female,high school diploma,average,,,
3798,5-10 years,2015,18-30,female,high school diploma,average,,,
3799,5-10 years,2015,18-30,female,high school diploma,average,,,
3800,5-10 years,2015,18-30,female,high school diploma,average,,,
3801,5-10 years,2015,18-30,female,high school diploma,average,,,
3802,5-10 years,2015,18-30,female,high school diploma,average,,,
3803,5-10 years,2015,18-30,female,high school diploma,average,,,
3804,5-10 years,2015,18-30,female,high school diploma,average,,,
3805,5-10 years,2015,18-30,female,high school diploma,average,,,
3806,5-10 years,2015,18-30,female,high school diploma,average,,,
3807,5-10 years,2015,18-30,female,high school diploma,average,,,
3808,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3809,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3810,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3811,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3812,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3813,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3814,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3815,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3816,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3817,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3818,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3819,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3820,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3821,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3822,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3823,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3824,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3825,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3826,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3827,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3828,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3829,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3830,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3831,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3832,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3833,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3834,1-3 years,2022,above 60,female,bachelor's degree,below average,,,
3835,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3836,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3837,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3838,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3839,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3840,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3841,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3842,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3843,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3844,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3845,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3846,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3847,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3848,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3849,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3850,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3851,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3852,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3853,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3854,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3855,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3856,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3857,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3858,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3859,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3860,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3861,less than a year,2022,41-50,male,bachelor's degree,below average,,,
3862,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3863,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3864,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3865,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3866,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3867,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3868,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3869,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3870,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3871,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3872,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3873,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3874,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3875,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3876,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3877,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3878,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3879,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3880,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3881,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3882,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3883,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3884,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3885,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3886,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3887,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3888,1-3 years,2015,41-50,male,bachelor's degree,above average,,,
3889,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3890,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3891,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3892,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3893,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3894,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3895,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3896,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3897,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3898,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3899,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3900,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3901,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3902,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3903,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3904,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3905,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3906,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3907,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3908,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3909,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3910,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3911,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3912,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3913,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3914,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3915,less than a year,2021,41-50,male,bachelor's degree,above average,,,
3916,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3917,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3918,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3919,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3920,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3921,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3922,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3923,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3924,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3925,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3926,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3927,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3928,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3929,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3930,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3931,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3932,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3933,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3934,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3935,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3936,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3937,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3938,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3939,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3940,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3941,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3942,1-3 years,2022,41-50,male,bachelor's degree,average,,,
3943,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,0,below normal
3944,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,0,normal
3945,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,0,above normal
3946,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,15,below normal
3947,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,15,normal
3948,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,15,above normal
3949,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,30,below normal
3950,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,30,normal
3951,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,30,above normal
3952,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,0,below normal
3953,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,0,normal
3954,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,0,above normal
3955,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,15,below normal
3956,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,15,normal
3957,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,15,above normal
3958,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,30,below normal
3959,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,30,normal
3960,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,30,above normal
3961,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,0,below normal
3962,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,0,normal
3963,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,0,above normal
3964,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,15,below normal
3965,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,15,normal
3966,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,15,above normal
3967,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,30,below normal
3968,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,30,normal
3969,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,30,above normal
3970,less than a year,2018,41-50,male,doctoral degree,average,10-30%,0,below normal
3971,less than a year,2018,41-50,male,doctoral degree,average,10-30%,0,normal
3972,less than a year,2018,41-50,male,doctoral degree,average,10-30%,0,above normal
3973,less than a year,2018,41-50,male,doctoral degree,average,10-30%,15,below normal
3974,less than a year,2018,41-50,male,doctoral degree,average,10-30%,15,normal
3975,less than a year,2018,41-50,male,doctoral degree,average,10-30%,15,above normal
3976,less than a year,2018,41-50,male,doctoral degree,average,10-30%,30,below normal
3977,less than a year,2018,41-50,male,doctoral degree,average,10-30%,30,normal
3978,less than a year,2018,41-50,male,doctoral degree,average,10-30%,30,above normal
3979,less than a year,2018,41-50,male,doctoral degree,average,31-50%,0,below normal
3980,less than a year,2018,41-50,male,doctoral degree,average,31-50%,0,normal
3981,less than a year,2018,41-50,male,doctoral degree,average,31-50%,0,above normal
3982,less than a year,2018,41-50,male,doctoral degree,average,31-50%,15,below normal
3983,less than a year,2018,41-50,male,doctoral degree,average,31-50%,15,normal
3984,less than a year,2018,41-50,male,doctoral degree,average,31-50%,15,above normal
3985,less than a year,2018,41-50,male,doctoral degree,average,31-50%,30,below normal
3986,less than a year,2018,41-50,male,doctoral degree,average,31-50%,30,normal
3987,less than a year,2018,41-50,male,doctoral degree,average,31-50%,30,above normal
3988,less than a year,2018,41-50,male,doctoral degree,average,51-70%,0,below normal
3989,less than a year,2018,41-50,male,doctoral degree,average,51-70%,0,normal
3990,less than a year,2018,41-50,male,doctoral degree,average,51-70%,0,above normal
3991,less than a year,2018,41-50,male,doctoral degree,average,51-70%,15,below normal
3992,less than a year,2018,41-50,male,doctoral degree,average,51-70%,15,normal
3993,less than a year,2018,41-50,male,doctoral degree,average,51-70%,15,above normal
3994,less than a year,2018,41-50,male,doctoral degree,average,51-70%,30,below normal
3995,less than a year,2018,41-50,male,doctoral degree,average,51-70%,30,normal
3996,less than a year,2018,41-50,male,doctoral degree,average,51-70%,30,above normal
3997,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,0,below normal
3998,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,0,normal
3999,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,0,above normal
4000,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,15,below normal
4001,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,15,normal
4002,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,15,above normal
4003,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,30,below normal
4004,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,30,normal
4005,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,30,above normal
4006,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,0,below normal
4007,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,0,normal
4008,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,0,above normal
4009,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,15,below normal
4010,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,15,normal
4011,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,15,above normal
4012,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,30,below normal
4013,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,30,normal
4014,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,30,above normal
4015,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,0,below normal
4016,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,0,normal
4017,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,0,above normal
4018,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,15,below normal
4019,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,15,normal
4020,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,15,above normal
4021,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,30,below normal
4022,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,30,normal
4023,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,30,above normal
4024,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,0,below normal
4025,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,0,normal
4026,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,0,above normal
4027,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,15,below normal
4028,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,15,normal
4029,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,15,above normal
4030,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,30,below normal
4031,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,30,normal
4032,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,30,above normal
4033,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,0,below normal
4034,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,0,normal
4035,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,0,above normal
4036,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,15,below normal
4037,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,15,normal
4038,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,15,above normal
4039,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,30,below normal
4040,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,30,normal
4041,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,30,above normal
4042,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,0,below normal
4043,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,0,normal
4044,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,0,above normal
4045,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,15,below normal
4046,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,15,normal
4047,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,15,above normal
4048,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,30,below normal
4049,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,30,normal
4050,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,30,above normal
4051,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,0,below normal
4052,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,0,normal
4053,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,0,above normal
4054,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,15,below normal
4055,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,15,normal
4056,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,15,above normal
4057,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,30,below normal
4058,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,30,normal
4059,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,30,above normal
4060,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,0,below normal
4061,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,0,normal
4062,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,0,above normal
4063,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,15,below normal
4064,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,15,normal
4065,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,15,above normal
4066,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,30,below normal
4067,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,30,normal
4068,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,30,above normal
4069,3-5 years,2022,41-50,female,bachelor's degree,below average,51-70%,0,below normal
4070,3-5 years,2022,41-50,female,bachelor's degree,below average,51-70%,0,normal
4071,3-5 years,2022,41-50,female,bachelor's degree,below average,51-70%,0,above normal
4072,3-5 years,2022,41-50,female,bachelor's degree,below average,51-70%,15,below normal
4073,3-5 years,2022,41-50,female,bachelor's degree,below average,51-70%,15,normal
4074,3-5 years,2022,41-50,female,bachelor's degree,below average,51-70%,15,above normal
4075,3-5 years,2022,41-50,female,bachelor's degree,below average,51-70%,30,below normal
4076,3-5 years,2022,41-50,female,bachelor's degree,below average,51-70%,30,normal
4077,3-5 years,2022,41-50,female,bachelor's degree,below average,51-70%,30,above normal
4078,5-10 years,2019,18-30,male,master's degree,below average,10-30%,0,below normal
4079,5-10 years,2019,18-30,male,master's degree,below average,10-30%,0,normal
4080,5-10 years,2019,18-30,male,master's degree,below average,10-30%,0,above normal
